movie_title,tomatoUserRating,tomatoRating,tomatoReviews,tomatoFresh,tomatoRotten,tomatoUserMeter,tomatoUserReviews,imdbVotes,Metascore
Everything You Always Wanted to Know About Sex  But Were Afraid to Ask,3.5,7.3,19,17,2,70,23282,31532,N/A
To Kill a Mockingbird,3.9,8.8,57,52,5,93,178071,219628,N/A
Mad Max 2 The Road Warrior,3.6,8.4,42,41,1,85,83478,136339,76
The Legend of Drunken Master,3.6,7,75,62,13,87,51407,35077,74
Lolita,3.7,7.8,41,39,2,84,45401,68947,N/A
Boys Dont Cry,,,,,,,,,
Silent House,2.7,5.2,127,53,74,30,42191,18803,49
The Lives of Others,4.4,8.3,153,143,10,96,120841,264025,89
Courageous,4.3,4.8,20,6,14,86,27513,15561,42
The Hustler,4,8.7,41,40,1,93,30791,63705,N/A
Boom Town,3.6,N/A,N/A,N/A,N/A,62,664,2312,N/A
The Triplets of Belleville,N/A,N/A,N/A,N/A,N/A,N/A,52,42818,91
Smoke Signals,3.9,7.3,29,25,4,82,10313,8243,76
American Splendor,3.7,8.3,181,170,11,86,44354,42400,90
Before Sunset,4.1,8.3,171,162,9,91,70120,170928,90
Amores Perros,4.2,7.8,111,102,9,94,103662,175975,83
Thirteen,3.3,7.3,150,122,28,77,214300,69041,70
Gentlemans Agreement,,,,,,,,,
Winters Bone,,,,,,,,,
Touching the Void,4.1,8.1,138,129,9,92,10919,27315,82
Alexanders Ragtime Band,,,,,,,,,
Me and You and Everyone We Know,3.9,7.3,111,90,21,84,46470,31330,76
Inside Job,4.2,8.2,142,139,3,91,28897,56538,88
We Are Your Friends,3.1,5,126,51,75,42,8667,22527,46
Ghost Dog The Way of the Samurai,3.7,7,94,77,17,86,46696,70621,67
Harsh Times,3.2,5.5,98,47,51,55,91099,55216,56
Captive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4367,37
Full Frontal,2.5,5.2,142,54,88,27,6129,8696,45
Witchboard,2.9,5.2,13,6,7,40,6838,4365,N/A
Strangers with Candy,2.9,5.8,98,51,47,55,66052,6983,57
Hamlet,3.8,8.1,55,52,3,89,32277,30881,N/A
Shortbus,3.6,6.4,123,82,41,77,55307,27658,64
Waltz with Bashir,4,8.3,145,139,6,90,43647,46740,91
The Book of Mormon Movie Volume 1 The Journey,2.2,4.2,6,1,5,20,54,398,N/A
No End in Sight,4.3,8.2,94,90,4,94,8073,7372,89
The Diary of a Teenage Girl,3.7,7.9,136,127,9,74,11395,18784,87
Get Real,3.8,6.4,46,36,10,84,8026,10596,N/A
In the Shadow of the Moon,4.2,7.9,110,104,6,91,6087,5566,84
Meeks Cutoff,,,,,,,,,
Inside Deep Throat,3.4,7,120,99,21,66,6516,5662,64
Dinner Rush,3.8,7.2,44,40,4,85,4090,4385,79
Clockwatchers,3.2,6.9,24,20,4,61,4843,4069,N/A
The Virginity Hit,2.6,4.2,49,14,35,31,13738,3477,40
Subway,3.5,5.8,7,6,1,75,6351,11144,N/A
House of D,3.6,3.8,102,10,92,73,9667,7540,33
Teeth,3,6.5,67,53,14,45,34600,34670,57
SixString Samurai,,,,,,,,,
Hum To Mohabbat Karega,N/A,N/A,N/A,N/A,N/A,N/A,9,281,N/A
Its All Gone Pete Tong,,,,,,,,,
Saint John of Las Vegas,2.8,4.3,51,12,39,28,1439,2531,32
24 7 Twenty Four Seven,3.9,5.7,20,7,13,82,974,2095,N/A
Stonewall,4.4,3.6,66,6,60,87,3165,1935,30
Eureka,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39926,N/A
Roadside Romeo,3.1,N/A,N/A,N/A,N/A,49,564,934,N/A
This Thing of Ours,2.8,5,15,6,9,26,256,512,36
The Lost Medallion The Adventures of Billy Stone,3.3,N/A,N/A,N/A,N/A,51,730,1314,N/A
The Last Five Years,3.4,6.1,91,53,38,57,6732,6459,60
The Missing Person,2.9,5.7,22,14,8,40,6775,1274,57
Return of the Living Dead III,2.9,4.4,9,4,5,39,15439,10384,N/A
London,2.9,3.3,36,5,31,60,89159,19472,24
Sherrybaby,N/A,N/A,N/A,N/A,N/A,N/A,126,10364,66
Stealing Harvard,2.7,3.3,103,9,94,39,20386,11268,25
Circle,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14308,N/A
Eden Lake,3.4,6.5,25,20,5,66,36781,58839,N/A
Plush,2.8,4.1,7,2,5,32,660,2955,N/A
Vampire Killers,2.7,4,23,6,17,32,6296,17550,N/A
Gangsters Paradise Jerusalema,,,,,,,,,
Freeze Frame,3.4,6.6,6,5,1,59,2487,2593,55
Grave Encounters,3.2,5.5,12,7,5,48,5252,40912,33
Stitches,3,5.4,19,9,10,41,1308,6686,N/A
Nine Dead,2.8,N/A,N/A,N/A,N/A,29,2028,9528,N/A
To Be Frank Sinatra at 100,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A
Bananas,3.6,7,24,21,3,74,18309,28245,N/A
Supercapitalist,4.2,3,11,2,9,79,792,298,22
Rockaway,3.1,N/A,N/A,N/A,N/A,40,292,357,N/A
Wings,3.8,7.4,37,35,2,78,3397,8067,N/A
The Lady from Shanghai,3.8,8.1,43,37,6,85,8565,19574,N/A
No Mans Land The Rise of Reeker,,,,,,,,,
Highway,3.6,N/A,N/A,N/A,N/A,66,759,17895,40
Small Apartments,3,4.4,9,3,6,40,793,5788,N/A
Coffee Town,3.4,N/A,N/A,N/A,N/A,56,783,4260,N/A
The Ghastly Love of Johnny X,3.6,N/A,N/A,N/A,N/A,68,97,344,N/A
All Is Bright,2.6,5.4,41,19,22,23,722,4521,54
The Torture Chamber of Dr. Sadism,3.5,N/A,N/A,N/A,N/A,41,306,926,N/A
Straight As,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
A Funny Thing Happened on the Way to the Forum,3.6,7,18,15,3,78,9627,6892,N/A
Slacker Uprising,2.9,4.2,18,5,13,35,1440,2261,N/A
The Legend of Hells Gate An American Conspiracy,,,,,,,,,
The Walking Deceased,2.2,2.7,10,0,10,25,345,2378,9
The Curse of Downers Grove,1.8,3.7,13,2,11,9,146,1159,31
Shark Lake,2.1,N/A,N/A,N/A,N/A,15,143,902,N/A
Rivers Edge,,,,,,,,,
Northfork,3.4,6,101,57,44,65,4724,4914,64
The Marine 4 Moving Target,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2127,N/A
Buried,3.4,7.3,151,131,20,64,63485,120059,65
Submarine,3.8,7.3,146,126,20,81,25157,67251,76
The Square,4.2,8.4,60,60,0,90,5565,6843,84
One to Another,3.2,4.9,19,9,10,45,1431,1027,41
Carrie,3.4,8.4,56,52,4,76,351926,128796,N/A
ABCD Any Body Can Dance,3.5,N/A,N/A,N/A,N/A,62,326,5086,N/A
A Nightmare on Elm Street,3.5,7.7,47,44,3,83,413591,153517,78
Man on Wire,4.1,8.4,154,154,0,87,29326,41120,89
Abandoned,2.5,N/A,N/A,N/A,N/A,22,1226,4720,N/A
Brotherly Love,4.1,N/A,N/A,N/A,N/A,79,1163,951,N/A
The Last Exorcism,2.7,6.2,151,108,43,34,73228,41784,63
Nowhere Boy,3.6,6.9,137,109,28,74,41074,29408,67
A Streetcar Named Desire,4,8.7,54,53,1,90,54518,79569,N/A
Dr. Strangelove or How I Learned to Stop Worrying and Love the Bomb,N/A,N/A,N/A,N/A,N/A,N/A,N/A,279,N/A
El crimen del padre Amaro,3.6,6.2,82,51,31,74,12691,11089,60
Beasts of the Southern Wild,3.8,8.2,185,159,26,76,38944,71222,86
Battle for the Planet of the Apes,2.9,4.7,24,9,15,31,21808,23041,N/A
Songcatcher,3.6,6.3,88,65,23,78,2452,2817,63
Higher Ground,3.5,7,88,71,17,62,2716,2618,74
Vaalu,N/A,N/A,N/A,N/A,N/A,N/A,N/A,565,N/A
The Greatest Movie Ever Sold,3.5,6.3,127,93,34,64,13285,13351,66
Ed and His Dead Mother,3.1,5.4,6,3,3,51,2044,1424,N/A
Travelers and Magicians,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1734,71
Hang Em High,3.5,6.5,13,12,1,73,32745,25963,N/A
Deadline  U.S.A.,3.5,N/A,N/A,N/A,N/A,67,135,1813,N/A
Sublime,2.8,4.1,6,2,4,37,6952,6302,N/A
A Beginners Guide to Snuff,,,,,,,,,
Independence Daysaster,1.6,N/A,N/A,N/A,N/A,7,24,793,N/A
Dysfunctional Friends,3.3,N/A,N/A,N/A,N/A,53,306,696,N/A
Run Lola Run,3.8,7.7,80,74,6,90,143634,162669,77
May,3.5,6.1,64,44,20,75,29979,27191,58
Against the Wild,2.6,N/A,N/A,N/A,N/A,29,72,876,N/A
Living Dark The Story of Ted the Caver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30,N/A
Under the Same Moon,3.8,6.5,93,68,25,82,32427,5569,59
Conquest of the Planet of the Apes,3,5.5,18,8,10,47,18604,23621,N/A
In the Bedroom,3.7,7.9,138,129,9,81,19954,32678,86
I Spit on Your Grave,3.1,4.4,56,19,37,48,10507,57220,27
Happy Texas,3.1,6.7,52,42,10,54,7829,8733,62
My Summer of Love,3.5,7.4,87,78,9,69,11468,16540,82
The Lunchbox,4.1,7.7,96,92,4,86,15194,31453,76
Yes,3.5,5.8,86,45,41,74,5081,2743,55
You Cant Take It with You,,,,,,,,,
From Here to Eternity,3.8,8.2,49,45,4,84,14663,34352,N/A
She Wore a Yellow Ribbon,3.7,8,17,16,1,81,8783,12093,N/A
Grace Unplugged,4.1,5.4,8,4,4,79,3554,2587,39
Foolish,3.5,3,16,0,16,65,1086,540,N/A
NSecure,,,,,,,,,
Caramel,3.8,7.1,75,69,6,81,12263,9900,70
Out of the Dark,2.5,4.4,19,5,14,23,476,2723,33
The Bubble,4,5.9,40,21,19,84,4666,4712,61
The Conversation,4.1,8.7,48,47,1,90,34361,75972,86
Dil Jo Bhi Kahey...,2.9,N/A,N/A,N/A,N/A,28,350,260,N/A
Mississippi Mermaid,3.6,7.3,15,13,2,73,2506,4482,N/A
I Love Your Work,3.7,N/A,N/A,N/A,N/A,60,194,1624,39
Cabin Fever,2.6,6,139,87,52,44,249947,63259,56
Dawn of the Dead,3.4,6.7,182,137,45,77,403285,196753,59
Waitress,3.4,7.3,170,152,18,74,410065,38116,75
Bloodsport,3.3,4.3,18,6,12,75,68153,59775,N/A
Mr. Smith Goes to Washington,3.6,7.4,12,10,2,82,1628,78918,N/A
Kids,3.5,5,54,26,28,77,51246,60036,N/A
The Squid and the Whale,3.7,7.9,141,131,10,81,78329,60883,82
Kissing Jessica Stein,3.2,7.1,119,100,19,65,16483,14113,72
A Woman a Gun and a Noodle Shop,2.9,5.4,59,19,40,39,5383,2423,57
Kickboxer Vengeance,2.7,4.6,27,11,16,25,423,3796,38
Spellbound,3.8,7.2,35,29,6,82,16730,33348,N/A
Exotica,3.7,8.3,31,30,1,83,7807,14424,N/A
Buffalo 66,3.8,7.2,58,44,14,88,33854,37200,68
Insidious,3.5,6,168,111,57,62,129594,208596,52
Repo Man,3.4,8,44,43,1,79,31251,25696,75
Nine Queens,4.2,7.5,93,86,7,94,13732,38870,80
The Gatekeepers,3.9,8.3,105,98,7,79,10431,4592,91
The Ballad of Jack and Rose,3.4,5.7,112,53,59,62,8296,9507,59
The To Do List,3.2,5.7,109,57,52,46,21099,30071,61
Killing Zoe,3.3,5.1,28,10,18,65,12856,17461,N/A
The Believer,3.8,7.3,90,74,16,82,24961,30597,75
Snow Angels,3.5,6.8,110,75,35,67,6639,10977,67
Unsullied,3.8,N/A,N/A,N/A,N/A,73,404,122,42
Session 9,3.3,6.2,67,42,25,64,24098,44806,58
I Want Someone to Eat Cheese With,2.9,6.5,49,36,13,39,4689,2974,60
MoozLum,,,,,,,,,
Hatchet,3,5.4,44,22,22,45,13633,23731,57
Modern Times,4.3,9,53,53,0,95,39458,147025,96
Stolen Summer,3.4,5,58,21,37,67,1755,2435,36
My Name Is Bruce,3.2,4.9,40,16,24,48,8549,21568,36
The Salon,3.5,3.4,33,4,29,65,3564,448,26
Road Hard,4,5.6,22,12,10,76,2911,1393,50
Forty Shades of Blue,3.1,6.3,51,30,21,43,1354,1135,74
Amigo,3.4,6.2,45,28,17,56,442,464,63
Pontypool,3.5,6.6,80,66,14,68,7172,22387,54
Trucker,3.4,5.8,37,22,15,58,1532,2798,61
Me You and Five Bucks,N/A,N/A,N/A,N/A,N/A,N/A,61,14,N/A
The Lords of Salem,2.5,5.3,59,26,33,30,13716,21031,57
Housebound,3.7,7.6,35,34,1,73,7576,24502,76
WalMart The High Cost of Low Price,,,,,,,,,
Fetching Cody,3.6,4,5,0,5,68,1155,1231,N/A
Once Upon a Time in Queens,3.4,N/A,N/A,N/A,N/A,44,44,293,N/A
Closer to the Moon,3.5,5.8,13,6,7,58,207,2930,47
Mutant World,0.7,N/A,N/A,N/A,N/A,0,12,471,N/A
Growing Up Smith,N/A,N/A,N/A,N/A,N/A,N/A,13,111,N/A
Checkmate,1.2,N/A,N/A,N/A,N/A,8,56,779,N/A
Jack Reacher,3.6,6.2,171,106,65,67,114964,229240,50
Horror,3.3,N/A,N/A,N/A,N/A,50,7577,905,N/A
Wind Walkers,2.6,N/A,N/A,N/A,N/A,36,106,137,N/A
Snow White and the Seven Dwarfs,N/A,N/A,N/A,N/A,N/A,N/A,39,135218,N/A
The Holy Girl,3.3,6.9,58,44,14,58,2041,2685,75
Shalako,2.9,N/A,N/A,N/A,N/A,28,1996,2004,N/A
Incident at Loch Ness,3.3,6.2,47,29,18,67,3924,3298,62
The Dog Lover,3.8,5.5,8,2,6,70,86,188,35
Girl House,3,5.3,10,7,3,43,460,5208,N/A
The Blue Room,3.2,6.9,74,65,9,52,1492,2214,72
House at the End of the Drive,N/A,N/A,N/A,N/A,N/A,N/A,139,329,N/A
Batman The Movie,3,6.2,30,24,6,62,138399,23321,N/A
Lock Stock and Two Smoking Barrels,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Ballad of Gregorio Cortez,3.5,N/A,N/A,N/A,N/A,58,429,N/A,N/A
The Streets of San Francisco,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3479,N/A
The Celebration,4.3,8.1,39,36,3,95,20389,66492,82
Trees Lounge,3.6,7,26,21,5,78,6544,11546,N/A
Journey from the Fall,4,7.6,24,22,2,88,1723,775,70
The Basket,2.2,5.3,18,8,10,21,779,450,53
Eddie The Sleepwalking Cannibal,3.2,5.4,17,10,7,53,316,1237,57
Mercury Rising,3,4.2,35,6,29,41,53528,55025,N/A
Space Above and Beyond,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6400,N/A
Queen of the Mountains,3,N/A,N/A,N/A,N/A,40,20,3152,N/A
DefCon 4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Hebrew Hammer,3.2,5.1,23,12,11,63,7504,4203,41
Neal N Nikki,3.3,N/A,N/A,N/A,N/A,58,780,1182,N/A
The 41YearOld Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,,,,,,,,,
Forget Me Not,2.8,N/A,N/A,N/A,N/A,26,1822,4934,N/A
Rebecca,4.1,8.7,48,48,0,92,38851,89151,N/A
Friday the 13th Part 2,3.1,4.4,31,10,21,48,67841,40496,N/A
The Lost Weekend,4,8.2,33,33,0,90,8658,25279,N/A
C.H.U.D.,2.7,3.6,12,2,10,32,8799,7696,N/A
Filly Brown,3.9,5.6,11,5,6,72,3936,914,57
The Lion of Judah,3.2,3.4,6,0,6,62,4497,463,N/A
Niagara,3.6,6.3,12,10,2,67,6594,11209,N/A
How Green Was My Valley,3.9,7.9,40,36,4,81,7770,16013,N/A
The Girlfriend Experience,2.8,6.4,136,90,46,35,33058,13880,66
Da Sweet Blood of Jesus,2.2,5.3,40,17,23,18,311,824,52
Sex Lies and Videotape,3.4,7.9,44,43,1,79,32066,38165,86
Saw,3.7,5.5,181,87,94,84,851478,304479,46
Super Troopers,3.7,5,88,31,57,90,262300,76900,48
The Algerian,4.5,N/A,N/A,N/A,N/A,91,63,101,N/A
The Amazing Catfish,3.9,6.1,7,7,0,82,665,1234,69
The Day the Earth Stood Still,2.8,4.1,191,40,151,27,303321,141292,40
Monsoon Wedding,3.8,7.9,119,113,6,87,27447,19778,77
You Can Count on Me,3.9,8.1,102,97,5,88,10151,22466,85
The Trouble with Harry,3.6,7.5,21,19,2,74,13437,25340,N/A
Lucky Number Slevin,3.7,N/A,N/A,N/A,N/A,60,130,264868,53
But Im a Cheerleader,,,,,,,,,
Home Run,4.2,5.7,11,5,6,81,2826,2468,N/A
Reservoir Dogs,4.1,8.8,62,56,6,94,443526,678336,78
The Blue Bird,3.7,N/A,N/A,N/A,N/A,74,1868,1062,N/A
The Good the Bad and the Ugly,4,8.8,68,66,2,97,237854,510591,90
The Second Mother,4.4,8.1,79,76,3,91,1951,7684,82
Blue Like Jazz,3.6,4.9,40,15,25,63,12735,2589,48
Down and Out with the Dolls,N/A,5.2,25,13,12,N/A,74,90,49
Pink Ribbons Inc.,3.8,7,34,30,4,77,1375,598,66
Certifiably Jonathan,3.3,4.6,12,3,9,50,147,129,35
Q,,,,,,,,,
The Knife of Don Juan,,,,,,,,,
Grand Theft Parsons,3.2,5.4,27,12,15,52,5170,2973,46
Extreme Movie,2.2,N/A,N/A,N/A,N/A,18,13152,9612,N/A
The Charge of the Light Brigade,3.5,6.8,6,5,1,62,748,3472,N/A
Below Zero,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1020,N/A
Crowsnest,2.2,N/A,N/A,N/A,N/A,17,148,1328,N/A
Airborne,3.2,2.9,7,2,5,60,8507,5115,N/A
Cotton Comes to Harlem,3.4,N/A,N/A,N/A,N/A,68,2032,1209,N/A
The Wicked Within,2.4,N/A,N/A,N/A,N/A,27,43,797,N/A
Bleeding Hearts,N/A,N/A,N/A,N/A,N/A,N/A,166,87,N/A
Waiting...,3.4,4.2,90,28,62,75,233126,77139,30
Dead Mans Shoes,,,,,,,,,
Wolf Creek,3,5.5,110,58,52,49,94842,56866,54
From a Whisper to a Scream,3.1,N/A,N/A,N/A,N/A,35,1784,1330,N/A
Sex with Strangers,3,5.2,31,12,19,50,79,287,44
Dracula Pages from a Virgins Diary,,,,,,,,,
Faith Like Potatoes,3.9,N/A,N/A,N/A,N/A,75,1420,2104,N/A
Beyond the Black Rainbow,3.2,5.7,28,14,14,52,3098,6797,49
The Raid Redemption,4.1,7.5,147,125,22,87,51522,151096,73
The Dead Undead,1.8,N/A,N/A,N/A,N/A,14,339,746,N/A
The Vatican Exorcisms,1.9,N/A,N/A,N/A,N/A,20,22,354,N/A
Casablanca,4.1,9.3,73,71,2,95,355257,392074,N/A
Lake Mungo,3.4,7.4,15,14,1,62,2499,9702,N/A
Rocket Singh Salesman of the Year,3.5,6.7,5,4,1,66,1436,11311,N/A
Silent Running,3.5,6.6,27,18,9,66,8882,21108,N/A
Rocky,3.2,8.4,56,52,4,69,33402846,384559,N/A
The Sleepwalker,2.9,5.5,13,6,7,28,184,531,57
The Fog,3.1,6.3,41,29,12,64,49058,47572,N/A
Tom Jones,3.3,7.9,30,25,5,58,5402,8633,N/A
Unfriended,2.8,6,156,97,59,37,29470,46281,59
Taxi Driver,4.1,9,71,70,1,93,257197,515479,93
The Howling,3.2,6.3,29,19,10,58,31049,23348,N/A
Dr. No,3.6,7.8,51,49,2,82,110666,118297,N/A
Chernobyl Diaries,2.6,4,85,15,70,28,141690,53384,N/A
Hellraiser,3.5,5.9,32,20,12,73,68844,78281,N/A
Gods Not Dead 2,,,,,,,,,
CryWolf,,,,,,,,,
Godzilla 2000,N/A,N/A,N/A,N/A,N/A,N/A,62,5506,41
Blue Valentine,3.7,7.8,194,170,24,77,58122,144401,81
Transamerica,3.6,6.8,135,103,32,83,67940,36517,66
The Devil Inside,2.1,2.7,81,5,76,22,45092,30943,18
Beyond the Valley of the Dolls,3.6,6.3,26,19,7,73,8008,7732,N/A
Love Me Tender,3.4,5.7,10,5,5,66,8520,2679,N/A
An Inconvenient Truth,3.6,7.7,159,148,11,78,119493,68630,75
Sands of Iwo Jima,3.7,7.4,10,10,0,79,9759,7407,N/A
Shine a Light,3.6,7.4,123,107,16,74,37272,9715,76
The Green Inferno,2.7,4.5,83,28,55,31,14671,23076,38
Departure,3.5,7,11,10,1,50,43,194,N/A
The Sessions,3.9,7.9,190,177,13,80,23347,36653,79
Food Inc.,3.9,7.7,107,103,4,86,74635,42746,80
October Baby,4.1,4.4,38,8,30,79,32419,6200,32
Next Stop Wonderland,3.5,6.8,43,32,11,74,3844,4213,71
Juno,4.1,8.1,207,195,12,88,548320,419361,81
The Skeleton Twins,3.6,7,146,126,20,69,30537,32200,74
Martha Marcy May Marlene,3.6,7.7,196,177,19,71,18952,41037,76
Obvious Child,3.7,7.3,150,134,16,73,15676,17221,76
Frozen River,3.3,7.3,129,113,16,74,85790,21932,82
20 Feet from Stardom,4,8.1,110,109,1,82,13259,9691,83
Two Girls and a Guy,2.8,5.7,60,31,29,41,7157,5975,66
Walking and Talking,3.5,7,22,19,3,70,2856,2655,67
The Full Monty,3.3,7.5,44,42,2,79,179813,83225,75
Who Killed the Electric Car,3.6,7.2,104,92,12,84,43125,11284,70
The Broken Hearts Club A Romantic Comedy,3.6,6,27,17,10,72,8457,6154,51
Bubba HoTep,,,,,,,,,
Goosebumps,3.6,6.4,143,109,34,63,50448,52333,60
Slam,3.9,6.8,21,13,8,85,2689,1982,N/A
Brigham City,3.5,6.2,24,17,7,84,1786,984,62
Fiza,3.4,N/A,N/A,N/A,N/A,60,2667,2856,N/A
History of the World Part I,3.7,5.6,26,16,10,81,60344,37255,N/A
Orgazmo,3.2,5.1,32,15,17,66,52404,30560,48
All the Real Girls,3.8,6.9,110,78,32,78,9072,9266,71
Dream with the Fishes,3.7,6.1,43,26,17,86,1345,1547,N/A
Blue Car,3.3,6.9,85,69,16,64,2504,3155,76
Luminarias,3.2,6,15,10,5,67,324,510,41
Palo Alto,3.2,6.3,114,82,32,49,13775,20523,69
Ajami,3.8,7.7,66,64,2,81,7014,5058,82
Wristcutters A Love Story,3.9,N/A,N/A,N/A,N/A,80,236,46365,62
I Origins,3.7,6,100,53,47,68,7027,79068,57
The Battle of Shaker Heights,3.1,5.1,58,24,34,48,6038,3812,33
The Lovely Bones,3.2,5,233,73,160,52,373152,126287,42
The Act of Killing,4.1,8.7,137,131,6,85,14473,24612,89
Taxi to the Dark Side,4,8.3,91,91,0,89,7240,10980,82
Once in a Lifetime The Extraordinary Story of the New York Cosmos,3.6,6.9,60,49,11,78,1412,1296,67
Guiana 1838,N/A,N/A,N/A,N/A,N/A,N/A,23,53,N/A
Lisa Picard Is Famous,3,5.3,42,18,24,42,761,456,57
Antarctica A Year on Ice,3.9,6.6,27,23,4,81,2675,2535,69
A Lego Brickumentary,3.6,5.3,46,24,22,63,3020,1296,51
Hardflip,3.4,N/A,N/A,N/A,N/A,57,243,614,N/A
Chocolate Deep Dark Secrets,3.5,N/A,N/A,N/A,N/A,59,895,1554,N/A
The House of the Devil,3.3,7.1,94,81,13,62,55294,31135,73
The Perfect Host,3.4,5.2,33,15,18,55,8007,20515,48
Safe Men,3.3,5.9,20,11,9,54,2608,2741,N/A
Speedway Junky,3.2,4.4,7,2,5,55,1684,1441,40
The Last Big Thing,3.2,6.1,5,3,2,54,64,333,N/A
The Specials,3.2,5.1,15,7,8,55,2394,1947,38
16 to Life,N/A,N/A,N/A,N/A,N/A,N/A,N/A,398,N/A
Alone with Her,3,6,29,20,9,46,109056,3314,65
Creative Control,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1267,58
Special,3.1,5.7,30,17,13,63,29555,4896,57
Sparkler,3.1,4.1,6,1,5,43,540,378,N/A
The Helix... Loaded,1.6,N/A,N/A,N/A,N/A,14,98,531,N/A
In Her Line of Fire,2.4,N/A,N/A,N/A,N/A,23,283,783,N/A
The Jimmy Show,2.8,5,10,4,6,35,764,480,39
Heli,3.4,6.1,41,25,16,62,722,3588,59
Karachi se Lahore,3.9,N/A,N/A,N/A,N/A,63,31,876,N/A
Loving Annabelle,3.9,N/A,N/A,N/A,N/A,77,9651,9367,N/A
Hits,3.3,5.4,16,6,10,49,369,1412,45
Jimmy and Judy,3.5,4.4,7,3,4,67,1521,1423,N/A
Frat Party,2.1,N/A,N/A,N/A,N/A,14,389,1613,N/A
The Partys Over,,,,,,,,,
Proud,3,N/A,N/A,N/A,N/A,23,45,275,N/A
The Poker House,3.2,6.2,7,4,3,65,24250,4029,N/A
Childless,N/A,N/A,N/A,N/A,N/A,N/A,57,34,N/A
ZMD Zombies of Mass Destruction,2.8,6.1,5,3,2,33,2582,3679,N/A
Snow White A Deadly Summer,1.4,N/A,N/A,N/A,N/A,8,82,637,N/A
Hidden Away,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1055,N/A
My Last Day Without You,3.3,N/A,N/A,N/A,N/A,47,131,999,N/A
Steppin The Movie,3,N/A,N/A,N/A,N/A,48,91,293,N/A
Doc Hollidays Revenge,,,,,,,,,
Black Rock,2.6,5.2,55,27,28,24,3909,6625,46
Truth or Die,2.7,3.7,9,2,7,28,356,6611,N/A
The Pet,2.9,N/A,N/A,N/A,N/A,50,91,431,N/A
Bang Bang Baby,3.3,6.3,7,4,3,63,51,141,N/A
Fear Clinic,2.3,N/A,N/A,N/A,N/A,20,206,6343,N/A
Zombie Hunter,1.8,N/A,N/A,N/A,N/A,6,231,2079,N/A
A Fine Step,3.1,N/A,N/A,N/A,N/A,44,43,213,N/A
Trance,3.5,6.5,170,115,55,62,24588,93945,61
Charly,3.4,6.3,17,12,5,62,3823,5039,N/A
Banshee Chapter,3,6.4,20,15,5,42,1431,6477,62
Jesse,N/A,N/A,N/A,N/A,N/A,N/A,N/A,950,N/A
Ask Me Anything,3.2,N/A,N/A,N/A,N/A,46,985,8271,N/A
And Then Came Love,3,3.4,12,2,10,31,271,447,N/A
Food Chains,4.1,7.3,10,9,1,87,335,270,62
On the Waterfront,4.2,9.1,60,59,1,95,51431,102772,88
Lfe Happens,,,,,,,,,
4 Months 3 Weeks and 2 Days,4,8.3,134,128,6,86,26422,45409,97
The Horror Network Vol. 1,N/A,N/A,N/A,N/A,N/A,N/A,11,143,N/A
Hard Candy,3.6,6.4,140,95,45,78,105359,133043,58
The Quiet,3.1,4,95,20,75,52,24728,13572,29
Circumstance,3.6,7,73,62,11,68,5382,6342,65
Fruitvale Station,4.1,8.1,189,177,12,87,38484,54369,85
The Brass Teapot,3.3,4.9,30,10,20,51,2493,12123,43
Bambi,3.4,8.3,47,42,5,72,599100,96559,N/A
The Hammer,4.1,6.3,40,32,8,89,4684,5516,57
Snitch,3.6,5.6,141,79,62,61,63336,65786,51
Latter Days,3.9,5.4,46,20,26,79,11155,14661,45
Elza,N/A,N/A,N/A,N/A,N/A,N/A,4,21,76
1982,3.5,6.8,6,4,2,67,48,125,N/A
For a Good Time Call...,3.4,5.4,107,60,47,54,60938,13560,55
Celeste  Jesse Forever,3.5,6.3,130,91,39,62,23704,24756,59
Time Changer,3.6,3.9,9,2,7,72,2354,1767,26
London to Brighton,3.6,6.6,27,18,9,75,6265,7324,55
American Hero,2.6,4.6,9,3,6,24,293,2874,42
Windsor Drive,4.1,N/A,N/A,N/A,N/A,76,113,175,N/A
A Separation,4.3,8.9,153,152,1,92,22120,155023,95
Crying with Laughter,3.6,N/A,N/A,N/A,N/A,65,103,194,N/A
Welcome to the Dollhouse,3.7,7.9,49,44,5,86,33300,26857,83
Ruby in Paradise,3.7,7.8,15,14,1,74,448,2032,N/A
Raising Victor Vargas,3.8,8,107,103,4,83,5907,4781,83
Pandoras Box,,,,,,,,,
Harrison Montgomery,N/A,N/A,N/A,N/A,N/A,N/A,24,67,N/A
LiveIn Maid,,,,,,,,,
