movie_title,tomatoUserRating,tomatoRating,tomatoReviews,tomatoFresh,tomatoRotten,tomatoUserMeter,tomatoUserReviews,imdbVotes,Metascore
Take Shelter,3.9,8.1,153,140,13,81,24876,70301,85
Lady in White,3.5,6.2,14,9,5,67,5649,4889,N/A
Driving Lessons,3.2,5.2,75,36,39,71,194282,9690,56
Lets Kill Wards Wife,,,,,,,,,
The Texas Chainsaw Massacre 2,2.9,4.8,27,12,15,44,50504,19698,N/A
Pat Garrett  Billy the Kid,3.8,7.2,18,15,3,83,7567,13627,N/A
Only God Forgives,2.8,5.2,153,62,91,37,25879,85569,37
Camping sauvage,3,N/A,N/A,N/A,N/A,46,2139,553,N/A
Without Men,1.7,N/A,N/A,N/A,N/A,13,246,1450,N/A
Barfi,N/A,N/A,N/A,N/A,N/A,N/A,N/A,55,N/A
Dear Frankie,4,6.8,110,89,21,90,30657,19042,63
All Hat,3,4.2,5,1,4,19,410,436,N/A
The Names of Love,3.8,6.8,52,38,14,78,1367,6356,62
Treading Water,3.2,5.9,10,4,6,50,124,443,47
Savage Grace,2.9,5,91,35,56,38,12734,8974,51
Out of the Blue,3.8,7,25,21,4,82,2573,2795,70
Police Academy,3.2,4.5,17,7,10,64,194265,89257,41
The Blue Lagoon,2.9,2.7,18,2,16,54,55510,50729,N/A
Four Weddings and a Funeral,3.2,7.6,63,60,3,74,184462,109124,81
Fast Times at Ridgemont High,3.5,6.8,49,38,11,80,170169,72239,67
Moby Dick,3.5,7.1,19,16,3,73,8233,13671,N/A
25th Hour,3.7,7.2,166,129,37,85,79744,151336,67
Secrets and Lies,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7098,N/A
Bound,3.5,7.8,37,34,3,82,33105,41552,61
Requiem for a Dream,4.1,7.4,133,104,29,93,326475,585231,68
State Fair,3.6,6.3,5,4,1,78,6677,2790,N/A
Tango,3.9,6.7,21,14,7,86,3630,2416,N/A
Salvador,3.8,7.8,24,22,2,86,8391,15419,N/A
Moms Night Out,3.8,4.1,39,7,32,67,19577,10622,25
Donnie Darko,3.1,7.5,109,93,16,80,30982900,592623,71
Saving Private Perez,3.7,N/A,N/A,N/A,N/A,68,1634,1599,56
Character,4.1,7.3,25,23,2,91,3327,9219,N/A
Spun,3.5,4.7,79,29,50,75,56554,32531,41
Life During Wartime,3.1,6.4,100,69,31,48,6189,5541,69
Lady Vengeance,3.9,7,85,63,22,87,60716,54571,75
Mozarts Sister,,,,,,,,,
Mean Machine,3.5,4.9,56,19,37,73,38096,29829,45
Exiled,3.8,7.1,62,50,12,80,6562,6965,73
Blackthorn,3.5,6.4,73,55,18,61,2176,7551,61
Lilya 4Ever,,,,,,,,,
After.Life,2.1,N/A,N/A,N/A,N/A,12,420,31283,36
Fugly,2.3,N/A,N/A,N/A,N/A,11,17,786,N/A
One Flew Over the Cuckoos Nest,,,,,,,,,
R.L. Stines Monsterville The Cabinet of Souls,,,,,,,,,
Silent Movie,3.4,7,21,17,4,72,13150,12919,N/A
Airlift,3.9,N/A,N/A,N/A,N/A,76,473,34676,N/A
Anne of Green Gables,3.8,N/A,N/A,N/A,N/A,96,49533,14658,N/A
Falcon Rising,3.2,5.5,7,3,4,43,457,5061,49
The Sweeney,3.1,5,60,28,32,44,6440,16631,48
Sexy Beast,3.7,7.2,128,110,18,85,38311,43805,79
Easy Money,3.4,7.1,67,57,10,63,6053,13664,75
Whale Rider,3.8,7.7,146,132,14,88,49681,34231,79
Paa,3.6,5.9,5,3,2,67,1787,7404,30
Cargo,3,N/A,N/A,N/A,N/A,39,725,15969,N/A
Pan,3,4.6,171,47,124,41,50786,43244,36
High School Musical,3.4,5,9,5,4,74,470501,60411,N/A
Animal Kingdom,3.9,8,153,146,7,83,29362,46206,83
Love and Death on Long Island,3.2,8,37,32,5,56,1687,3418,80
Night Watch,3.3,5.9,127,74,53,72,102253,47484,58
The Crying Game,3.5,8.3,62,60,2,78,31432,41724,90
Porkys,,,,,,,,,
Survival of the Dead,2.4,4.8,86,25,61,19,7876,17703,43
Night of the Living Dead,3.8,8.8,53,51,2,87,129649,89972,N/A
Lost in Translation,3.6,8.4,223,212,11,86,335417,325721,89
Annie Hall,3.9,8.9,66,65,1,93,152423,197421,N/A
The Greatest Show on Earth,3.4,5.3,27,12,15,56,6112,9592,N/A
Exodus Gods and Kings,2.8,4.9,183,49,134,35,59745,131584,52
Monsters Ball,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maggie,2.8,5.7,118,69,49,32,11268,31263,52
Leaving Las Vegas,3.6,7.7,48,43,5,85,56153,95121,82
Hansel  Gretel Get Baked,2.5,N/A,N/A,N/A,N/A,31,319,2831,N/A
The Return of the Living Dead,3.4,7.2,33,30,3,79,54932,40778,N/A
The Front Page,3.6,5.8,22,16,6,73,3286,9162,N/A
The Boy Next Door,2.7,3.3,121,12,109,33,28401,28250,30
Trapeze,3.5,6,5,3,2,61,467,3152,N/A
Saving Grace,3.8,6,89,56,33,83,11476,15439,62
The Kids Are All Right,3.6,7.8,209,195,14,73,63106,111879,86
They Live,3.6,7.2,48,40,8,79,38056,75493,52
The Great Escape,N/A,N/A,N/A,N/A,N/A,N/A,66,167926,N/A
What the  Do We Know,,,,,,,,,
The Last Exorcism Part II,2.5,3.6,68,11,57,26,21749,13658,35
Boyhood,4,9.2,275,269,6,81,87039,272269,100
Scoop,3.2,5.4,144,57,87,56,70025,68055,48
Planet of the Apes,2.7,5.5,156,70,86,27,366266,179421,50
The Wash,3.3,2.9,50,4,46,65,10753,5676,18
3 Strikes,3.2,2.3,29,0,29,65,7229,1417,11
The Cooler,3.3,6.7,171,131,40,70,19122,28827,69
The Misfits,3.7,8.1,27,27,0,78,9296,13191,N/A
The Night Listener,2.8,5.5,134,54,80,35,92814,13193,51
The Jerky Boys,2.9,1.4,11,1,10,51,947,2139,N/A
My Soul to Take,2.5,2.9,58,5,53,26,33327,16631,25
The Orphanage,4,7.4,174,151,23,86,66329,121186,74
A Haunted House 2,3,2,37,3,34,44,36031,14990,17
The Rules of Attraction,3.2,5.3,137,59,78,71,50521,44717,50
Topaz,3,6.2,25,16,9,36,6235,12801,N/A
Lets Go to Prison,,,,,,,,,
Four Rooms,3.4,3.5,44,6,38,69,55372,79415,N/A
Secretary,3.7,6.8,146,110,36,82,60008,68546,63
The Real Cancun,2.2,4.2,88,31,57,28,4933,3617,34
Talk Radio,3.6,7,45,37,8,81,6693,10123,N/A
Waiting for Guffman,3.9,7.8,54,49,5,91,41430,22948,71
Love Stinks,3.2,3.5,47,9,38,63,6742,4398,23
You Kill Me,3.3,6.6,114,89,25,59,30678,16325,64
Thumbsucker,3.3,6.7,113,80,33,71,57480,18855,69
Red State,3.3,6,85,50,35,54,15204,54089,50
Mirrormask,3.6,5.8,90,49,41,80,70868,20425,55
Samsara,4.1,7,77,59,18,87,12252,23377,65
The Barbarians,2.9,N/A,N/A,N/A,N/A,48,869,2346,N/A
The Art of Getting By,3.1,4.2,108,19,89,47,12377,46043,36
Zipper,2.7,4.3,29,5,24,29,404,4306,39
Poolhall Junkies,3.9,4.5,44,15,29,88,20194,8573,36
The Loss of Sexual Innocence,3.2,4.8,30,14,16,60,1387,2880,42
Holy Motors,3.7,8.2,139,126,13,71,11968,30299,84
Joe,3.6,7.3,126,109,17,68,18676,37266,74
Shooting Fish,3.5,5.8,28,16,12,77,6454,6736,47
Prison,3,5.1,5,2,3,33,802,2631,N/A
Psycho Beach Party,3.3,5.5,32,17,15,66,8575,4638,42
The Big Tease,3.2,5.7,39,22,17,55,2491,2139,53
Buen Da Ramn,,,,,,,,,
Trust,3.5,6.7,64,50,14,65,10013,34738,60
An Everlasting Piece,3.6,5.1,46,22,24,78,1717,1392,56
Among Giants,3.2,5.5,20,12,8,36,272,810,N/A
Adore,3,4.6,71,22,49,42,5401,23938,37
The Velocity of Gary,3.1,4,18,4,14,52,1561,1565,N/A
Mondays in the Sun,3.9,7,69,55,14,86,5016,10093,64
Stake Land,3.4,6.5,61,46,15,62,7871,34907,66
Sonny with a Chance,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7816,N/A
The Last Time I Committed Suicide,3,N/A,N/A,N/A,N/A,44,2803,1701,N/A
Futuro Beach,3.4,6.7,16,11,5,57,258,1755,64
Another Happy Day,3.1,5.2,34,15,19,43,1255,3331,46
A Lonely Place to Die,3.2,6,30,23,7,50,2684,22536,N/A
Nothing,3.3,6,6,3,3,62,5723,5166,N/A
The Geographer Drank His Globe Away,3.7,N/A,N/A,N/A,N/A,75,44,2525,N/A
1776,3.8,6.8,14,9,5,84,8420,6339,N/A
Inescapable,2.6,4.2,21,4,17,28,458,2117,37
Hells Angels,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8,N/A
Purple Violets,3.4,N/A,N/A,N/A,N/A,60,2274,2734,N/A
The Veil,2.5,N/A,N/A,N/A,N/A,22,333,4630,N/A
The Loved Ones,3.7,7.2,45,44,1,74,11763,28468,N/A
No Vacancy,2.1,N/A,N/A,N/A,N/A,18,233,1579,N/A
How to Fall in Love,3.1,N/A,N/A,N/A,N/A,43,28,1999,N/A
The Perfect Wave,2.7,N/A,N/A,N/A,N/A,36,186,763,N/A
BenHur,,,,,,,,,
A Man for All Seasons,4,7.8,34,28,6,87,9608,23968,N/A
Network,4.2,8.4,57,52,5,93,35672,105346,88
Gone with the Wind,3.9,8.6,81,76,5,93,292346,218550,N/A
Desert Dancer,3.5,5.3,40,12,28,62,2026,1218,49
Major Dundee,3.3,7.3,30,29,1,66,3426,5420,62
Down for Life,4.8,N/A,N/A,N/A,N/A,97,701,252,N/A
Annie Get Your Gun,3.3,7.5,11,11,0,67,8639,3226,77
Four Lions,3.8,7.2,126,103,23,79,22922,56893,68
House of Sand,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2661,70
Defendor,3.3,6.2,19,13,6,59,14299,32094,57
The Pirate,3.6,6,14,10,4,75,5091,3303,N/A
The Good Heart,3.4,4.5,36,11,25,58,1582,3611,40
The History Boys,3.5,6.4,105,68,37,70,35396,17905,74
Unknown,3.4,5.8,192,107,85,55,75567,213301,56
MASH,3.7,8.4,45,39,6,83,52840,56166,79
Midnight Cowboy,3.9,8.2,60,54,6,88,39470,77643,N/A
The Full Monty,3.3,7.5,44,42,2,79,179813,83225,75
Airplane,3.6,8.4,58,56,2,89,290547,163208,N/A
Chain of Command,N/A,N/A,N/A,N/A,N/A,N/A,N/A,825,N/A
Friday,3.8,N/A,N/A,N/A,N/A,79,187,76274,54
Menace II Society,3.9,7.4,33,28,5,93,62290,40092,76
Empire,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28754,N/A
Creepshow 2,3,4,21,7,14,40,19258,16130,N/A
The Ballad of Cable Hogue,3.7,7,14,13,1,81,3727,6417,N/A
In Cold Blood,3.9,8.3,33,30,3,88,8506,19216,89
The Nuns Story,,,,,,,,,
Harper,3.6,7,17,17,0,74,1616,5957,N/A
Frenzy,3.7,7.5,31,27,4,78,12412,31613,N/A
The Witch,3.1,7.8,259,236,23,55,37008,80195,83
I Got the Hook Up,3.2,3,12,2,10,64,7322,1735,N/A
Shes the One,,,,,,,,,
Gods and Monsters,3.7,8.4,62,59,3,83,12904,25160,74
The Secret in Their Eyes,4.2,7.8,133,121,12,93,28020,135037,80
Day of the Dead,3.5,6.9,34,28,6,75,64256,50111,N/A
Train,2.7,N/A,N/A,N/A,N/A,23,1116,4825,N/A
Evil Dead II,3.8,8,54,53,1,89,147269,115720,69
Pootie Tang,2.8,3.8,42,12,30,63,30353,11460,31
Sharknado,2.5,6.1,17,14,3,33,5436,35349,N/A
La otra conquista,3.4,7.4,13,11,2,63,1955,1019,N/A
Trollhunter,3.6,6.7,101,83,18,71,21585,55298,61
Ira  Abby,3.5,6.1,42,29,13,62,3034,1961,62
The Watch,3,4,155,26,129,39,80472,105227,36
Winter Passing,2.9,5.4,52,21,31,62,81831,7292,56
D.E.B.S.,2.9,4.7,60,23,37,54,22029,12286,42
The Masked Saint,3.6,4.1,7,1,6,61,516,382,22
The Betrayed,3,N/A,N/A,N/A,N/A,33,422,1659,N/A
Taxman,N/A,N/A,N/A,N/A,N/A,N/A,N/A,373,48
The Secret,3.7,N/A,N/A,N/A,N/A,73,12716,9957,N/A
213,1.9,3.5,6,1,5,17,61,485,N/A
Batman The Dark Knight Returns Part 2,4.5,N/A,N/A,N/A,N/A,94,5521,31800,N/A
Time to Choose,3.8,7.3,21,18,3,70,475,78,75
In the Name of the King The Last Job,1.9,N/A,N/A,N/A,N/A,14,84,1332,N/A
Wicked Blood,2.5,N/A,N/A,N/A,N/A,22,199,1952,N/A
Dawn Patrol,2.2,3.2,6,0,6,11,138,463,24
Lords of London,1.9,N/A,N/A,N/A,N/A,12,60,609,N/A
High Anxiety,3.4,6.6,28,21,7,68,15139,15425,N/A
March of the Penguins,3.5,7.8,180,170,10,81,99681,46549,79
Margin Call,3.7,7.3,155,137,18,74,19378,93806,76
August,2.6,4.8,25,9,16,22,3017,3733,39
Choke,3.2,5.6,137,74,63,52,34954,28707,47
Whiplash,4.5,8.6,261,246,15,94,66240,421684,88
City of God,4.3,8.3,156,141,15,97,250800,544402,79
Human Traffic,3.9,6.1,29,17,12,89,33111,19377,53
Day One,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2185,N/A
The Dead Girl,2.4,N/A,N/A,N/A,N/A,22,2664,12439,65
The Hunt,4.3,7.9,126,118,8,93,20469,176979,76
A Christmas Story,3.7,8.5,54,48,6,89,285087,105615,77
Bella,3.9,5.4,64,28,36,81,20294,9607,47
Class of 1984,3.3,6.2,16,12,4,67,6518,6692,N/A
The Opposite Sex,3.5,3.5,5,1,4,51,242,960,N/A
Dreaming of Joseph Lees,3.4,5.1,14,5,9,56,133,707,55
The Class,3.8,8.1,151,144,7,82,12447,29541,92
Rosemarys Baby,,,,,,,,,
The Man Who Shot Liberty Valance,4,8.6,42,39,3,92,23388,54534,N/A
Adam,3.6,6,128,82,46,72,24483,29652,56
Maria Full of Grace,3.8,8.1,139,135,4,87,39539,30700,87
Beginners,3.8,7.3,149,125,24,77,24579,74597,81
Feast,3.3,5.7,50,28,22,59,20673,25724,43
Animal House,3.8,7.7,46,42,4,89,184936,91107,82
Goldfinger,3.6,8.6,57,55,2,89,206184,140871,N/A
Antiviral,2.9,5.9,83,53,30,40,5853,9549,55
Its a Wonderful Life,,,,,,,,,
Trainspotting,4,8.3,77,69,8,93,311354,476740,83
The Original Kings of Comedy,3.7,6.9,88,76,12,79,17828,4705,76
Paranormal Activity 2,3.2,6,131,76,55,48,102730,83161,53
Waking Ned Devine,3.6,7,59,49,10,88,28683,21442,71
Bowling for Columbine,3.5,8.2,163,156,7,82,202716,124213,72
Coming Home,3.7,7.4,21,17,4,82,5065,9551,N/A
A Nightmare on Elm Street 2 Freddys Revenge,,,,,,,,,
A Room with a View,3.9,8.4,29,29,0,86,25081,30138,80
The Purge,2.9,5.1,140,52,88,36,95556,147040,41
Sinister,3.5,6.2,134,84,50,61,78746,160435,53
Martin Lawrence Live Runteldat,3.8,5,57,22,35,69,249,1470,40
Cat on a Hot Tin Roof,4,7.7,34,33,1,93,31496,34328,N/A
Beneath the Planet of the Apes,3,5.3,22,9,13,39,23553,32905,N/A
Air Bud,2.6,4.8,21,9,12,38,347177,12974,N/A
Pokmon 3 The Movie,,,,,,,,,
Jason Lives Friday the 13th Part VI,3.1,5,27,14,13,51,59492,26055,N/A
The Bridge on the River Kwai,4,9.2,53,50,3,93,54030,152823,N/A
Spaced Invaders,2.7,3.5,12,1,11,51,6564,2614,N/A
Family Plot,3.4,7,22,21,1,62,7404,15587,N/A
The Apartment,4.2,8.5,59,55,4,94,37460,111667,N/A
Jason Goes to Hell The Final Friday,2.7,3.9,17,4,13,25,59264,19823,N/A
Torn Curtain,3.3,6.5,23,15,8,53,9006,18723,N/A
Dave Chappelles Block Party,,,,,,,,,
Slow West,3.7,7.5,121,112,9,75,10925,28861,72
Krush Groove,3.8,5.5,7,3,4,82,4692,1390,N/A
Next Day Air,2.5,4,66,14,52,31,167352,8338,46
Elmer Gantry,3.9,7.8,28,27,1,86,3329,8015,N/A
Judgment at Nuremberg,4.1,7.6,20,18,2,93,8479,45903,N/A
Trippin,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68,N/A
Robot Chicken,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33416,N/A
Red River,3.9,8.8,24,24,0,87,8382,21746,N/A
Phat Girlz,3.2,3.8,43,10,33,64,67221,8299,36
Before Midnight,4,8.7,182,179,3,82,36382,97900,94
Teen Wolf Too,2.2,2.6,15,1,14,18,7923,8514,8
Phantasm II,3.3,4.2,16,6,10,58,8351,9889,42
Woman Thou Art Loosed,4,5.5,58,29,29,84,6368,809,55
Real Women Have Curves,3.6,6.8,84,70,14,75,10671,6032,71
Deadline Gallipoli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,185,N/A
Water,3.9,7.6,90,82,8,90,44431,12655,77
East Is East,3.5,7.1,32,25,7,78,12886,14636,74
Whipped,2.4,3.2,68,9,59,32,4592,3674,10
Kama Sutra A Tale of Love,3.5,5.1,20,8,12,71,8035,8351,N/A
Please Give,3.4,7.4,135,116,19,64,11511,9909,78
Willy Wonka  the Chocolate Factory,3.6,7.7,37,33,4,86,876977,133099,N/A
Warlock The Armageddon,2.8,N/A,N/A,N/A,N/A,42,7421,4010,N/A
8 Heads in a Duffel Bag,2.6,3.3,18,2,16,35,21259,8026,15
Days of Heaven,4.1,8.3,48,45,3,89,15886,37852,93
Thirteen Conversations About One Thing,3.4,7.3,113,94,19,71,8243,8649,74
Jawbreaker,2.8,3.4,57,4,53,54,56481,18964,22
Basquiat,2.2,N/A,N/A,N/A,N/A,20,78,16085,65
Frances Ha,3.8,7.8,162,150,12,77,19206,45037,82
Tsotsi,3.8,7.4,128,105,23,86,39130,25161,70
Happiness,3.9,7.9,46,39,7,89,41389,56009,81
DysFunktional Family,3.6,5.3,63,27,36,77,1572,762,51
Tusk,2.8,5.4,118,48,70,36,11806,32463,55
Oldboy,4.3,7.3,133,107,26,94,131528,365270,74
Letters to God,3.9,4.2,20,5,15,74,19656,3981,31
Hobo with a Shotgun,3.3,5.7,113,73,40,57,20266,37979,55
Compadres,3.5,4.4,15,5,10,58,1017,602,28
Freeway,3.4,6.4,37,28,9,77,22364,22460,61
Loves Abiding Joy,,,,,,,,,
Fish Tank,3.8,7.6,141,128,13,79,13624,48375,81
Damsels in Distress,2.9,6.7,132,99,33,39,13312,7749,67
Creature,2.1,2.9,28,3,25,17,2306,2507,31
Bachelorette,2.8,5.5,96,54,42,34,17730,37750,53
BrainDead,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5521,N/A
Brave New Girl,3.5,N/A,N/A,N/A,N/A,63,2657,761,N/A
Tim and Erics Billion Dollar Movie,,,,,,,,,
The Gambler,2.8,5.6,131,60,71,31,23640,49784,55
The Grand,3.1,5.3,43,17,26,43,3041,4974,57
Summer Storm,3.7,5.6,31,15,16,78,6887,11224,51
Fort McCoy,3.9,3.4,6,3,3,60,182,271,47
Chain Letter,2.3,2.1,14,4,10,19,2356,4156,N/A
Just Looking,3.2,5.3,22,10,12,64,1128,1228,45
The Divide,2.8,4,53,13,40,37,6144,30624,28
The Eclipse,3,6.7,84,63,21,47,1377,2453,67
Demonic,2.4,5.2,9,3,6,19,419,8013,N/A
My Big Fat Independent Movie,2.7,4,13,3,10,30,4691,1256,32
Alice in Wonderland,3.5,5.7,262,135,127,55,479495,312407,53
The Deported,N/A,N/A,N/A,N/A,N/A,N/A,32,67,N/A
Tanner Hall,2.7,3.9,17,2,15,27,986,2318,40
Open Road,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1402,N/A
They Came Together,2.8,6.4,85,59,26,39,10241,17242,60
30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,1.5,N/A,N/A,N/A,N/A,13,295,2998,N/A
Never Back Down 2 The Beatdown,3.4,N/A,N/A,N/A,N/A,52,1722,14032,N/A
Point Blank,3.8,8.3,32,31,1,85,7470,13752,N/A
Four Single Fathers,2.6,N/A,N/A,N/A,N/A,38,26,119,N/A
Enter the Dangerous Mind,2.8,3.3,13,3,10,33,168,721,22
Something Wicked,2.2,N/A,N/A,N/A,N/A,18,283,976,N/A
AWOL72,,,,,,,,,
Iguana,3.6,N/A,N/A,N/A,N/A,50,76,246,N/A
Cinderella,3.9,7.1,211,176,35,78,76316,107815,67
Chicago Overcoat,3.3,N/A,N/A,N/A,N/A,54,107,707,N/A
Barry Munday,3,5.1,14,6,8,36,2410,3468,28
Central Station,4.2,7.9,49,46,3,94,13383,29235,80
Pocketful of Miracles,3.6,5.8,8,5,3,72,2271,4343,N/A
Close Range,2.6,6,5,4,1,29,221,2589,N/A
Boynton Beach Club,3.2,5.9,52,31,21,44,1480,749,61
Amnesiac,2,4.8,14,3,11,13,276,2186,33
Freakonomics,3.4,6,63,41,22,51,6078,5731,58
The Omen,3.5,7.2,43,37,6,80,125279,81883,N/A
High Tension,3.4,5.2,129,52,77,67,48328,55946,42
Griff the Invisible,3.2,5.9,53,33,20,52,2713,4200,49
Unnatural,1.9,N/A,N/A,N/A,N/A,11,59,960,N/A
Hustle  Flow,3.6,7.3,155,127,28,83,119968,33801,68
Some Like It Hot,4.1,8.9,50,48,2,94,81452,177841,N/A
Friday the 13th Part VII The New Blood,2.9,4.4,20,6,14,38,60210,21851,N/A
The Wizard of Oz,3.7,9.4,109,108,1,89,873647,296589,100
Young Frankenstein,3.9,8.6,54,50,4,93,208406,116675,N/A
Diary of the Dead,2.9,6.1,128,79,49,41,27130,41201,66
Lage Raho Munna Bhai,4.2,N/A,N/A,N/A,N/A,90,7110,28597,N/A
Ulees Gold,,,,,,,,,
The Black Stallion,3.2,7.9,26,23,3,83,32361,8990,84
Sardaar Ji,4.4,N/A,N/A,N/A,N/A,86,150,786,N/A
Journey to Saturn,3.3,N/A,N/A,N/A,N/A,53,550,1850,N/A
Donovans Reef,,,,,,,,,
The Dress,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1438,N/A
A Guy Named Joe,3.6,N/A,N/A,N/A,N/A,72,614,1593,N/A
Blazing Saddles,3.9,8.1,50,45,5,91,217341,98115,N/A
Friday the 13th The Final Chapter,3.1,4.2,24,6,18,50,64783,30091,N/A
Ida,3.9,8.3,143,137,6,79,17550,35753,91
Maurice,3.9,7,11,10,1,86,7112,10841,74
Beer League,3.2,4.3,15,4,11,58,23958,6958,40
The Astronauts Wife,,,,,,,,,
Riding Giants,4.1,7.5,95,88,7,94,6663,3882,80
Timecrimes,3.7,7,69,61,8,79,8279,42099,68
Silver Medallist,3.9,N/A,N/A,N/A,N/A,75,277,1360,N/A
Timber Falls,2.8,4.9,8,3,5,29,2335,5068,N/A
Singin in the Rain,,,,,,,,,
Fat Sick  Nearly Dead,4.1,5.7,12,8,4,85,2039,6600,45
A Haunted House,3.2,2.6,52,5,47,51,91595,35174,20
2016 Obamas America,,,,,,,,,
Halloween II,3.3,4.6,35,11,24,63,76172,51984,40
That Thing You Do,3.2,7.2,56,52,4,78,126075,50581,71
Halloween III Season of the Witch,2.3,4.7,19,7,12,25,51811,29334,38
Escape from the Planet of the Apes,3.1,5.7,23,18,5,53,22311,23996,N/A
Hud,3.9,7.5,25,21,4,89,8309,15329,N/A
Kevin Hart Let Me Explain,3.9,5.9,42,26,16,72,31521,6267,53
My Own Private Idaho,3.6,7.4,56,46,10,81,38267,37591,77
Garden State,3.8,7.4,188,162,26,88,329581,189047,67
Before Sunrise,4.1,8.3,42,42,0,93,72123,186629,77
Sur le seuil,3.4,N/A,N/A,N/A,N/A,70,1749,987,N/A
Jesus Son,3.8,7.2,47,38,9,83,6858,6240,76
Saving Face,4,6.7,83,72,11,88,8431,7875,65
Brick Lane,3,6.2,98,65,33,60,44309,2582,61
Robot  Frank,3.7,7.1,125,108,17,75,24872,53013,67
My Life Without Me,3.4,N/A,N/A,N/A,N/A,49,456,21405,57
The Spectacular Now,3.8,7.8,151,140,11,76,37370,107700,82
Marilyn Hotchkiss Ballroom Dancing and Charm School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,97,N/A
Religulous,3.8,6.3,152,106,46,78,39143,52630,56
Fuel,3.7,6.3,18,13,5,81,8318,579,50
Valley of the Hearts Delight,,,,,,,,,
Dodgeball A True Underdog Story,3.4,6.3,162,114,48,76,995080,187803,55
Eye of the Dolphin,3.5,4.6,17,5,12,58,1987,817,54
8 The Mormon Proposition,3.7,6.1,35,22,13,71,998,1138,55
The Other End of the Line,3.3,4.9,20,7,13,49,2142,4895,40
Anatomy,3.1,5.3,12,7,5,47,6071,10279,33
Sleep Dealer,2.9,5.9,33,23,10,50,116301,5739,59
Super,3.3,5.5,117,57,60,56,22453,62546,50
Christmas Mail,2.9,N/A,N/A,N/A,N/A,37,52,864,N/A
Stung,2.7,4.9,14,8,6,24,242,3212,46
Antibirth,3.4,5.3,25,16,9,55,277,879,56
Get on the Bus,3.5,7.5,41,36,5,71,5100,4148,N/A
Thr3e,3.1,3.3,37,2,35,50,7944,4080,34
Idiocracy,3.3,6.5,43,32,11,60,64092,110276,66
The Rise of the Krays,2.6,N/A,N/A,N/A,N/A,22,103,1545,N/A
This Is England,4.1,7.7,89,83,6,89,54466,100384,86
Alien Uprising,1.7,N/A,N/A,N/A,N/A,12,330,2834,N/A
Bathing Beauty,3.7,N/A,N/A,N/A,N/A,75,774,1088,N/A
Go for It,2.8,N/A,N/A,N/A,N/A,35,1071,6195,N/A
Dancer Texas Pop. 81,3.4,6.6,15,12,3,72,1688,2193,N/A
Show Boat,3.4,6.9,9,8,1,71,5441,3559,N/A
Redemption Road,3.5,4.5,7,4,3,58,555,445,44
The Calling,2.9,5.5,43,22,21,33,4796,6101,46
The Brave Little Toaster,3.3,7.3,12,9,3,81,47726,19898,N/A
Fantasia,3.6,8.6,50,48,2,83,128418,72320,N/A
The French Connection,3.9,8.7,55,54,1,87,43501,84122,96
8 Days,3.6,N/A,N/A,N/A,N/A,80,26,44,N/A
Friday the 13th Part III,3,3.6,25,3,22,43,65202,32914,N/A
Friday the 13th A New Beginning,2.8,3.2,19,3,16,27,61655,23127,N/A
The Last Sin Eater,3.7,4.2,37,7,30,72,7130,1586,37
Do You Believe,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Impact Point,2.3,N/A,N/A,N/A,N/A,15,479,1131,N/A
The Valley of Decision,4,N/A,N/A,N/A,N/A,81,362,1317,N/A
Eden,3.6,6.5,34,28,6,68,3217,6635,63
Chicken Tikka Masala,3.2,N/A,N/A,N/A,N/A,41,676,484,N/A
Always Woodstock,2.1,2.9,12,1,11,13,93,499,30
Jack Brooks Monster Slayer,3.1,5.5,25,15,10,51,2549,5211,46
The Best Years of Our Lives,4.2,8.6,47,45,2,92,10488,41075,N/A
Bully,3.5,5.7,91,49,42,69,23381,29772,45
Elling,4.1,7.1,58,49,9,91,6791,12136,70
Mi America,4.9,7,6,3,3,100,69,22,N/A
Rec,N/A,N/A,N/A,N/A,N/A,N/A,N/A,208,N/A
Lies in Plain Sight,3.2,N/A,N/A,N/A,N/A,46,136,530,N/A
Sharkskin,N/A,N/A,N/A,N/A,N/A,N/A,7,6,N/A
Containment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6376,N/A
The Timber,3.7,N/A,N/A,N/A,N/A,85,219,1316,N/A
From Russia with Love,3.6,8,52,50,2,83,92765,90563,N/A
The Toxic Avenger Part II,2.8,2.7,8,0,8,33,6426,4723,N/A
In the Heat of the Night,3.9,8.2,41,39,2,92,22748,50157,N/A
Sleeper,3.7,8,29,29,0,81,30359,33748,N/A
It Follows,3.5,8.1,216,209,7,65,40832,120975,83
